Male Exotic;2013;Number of Sheep by Age and Purpose
Female Exotic;2013;Number of Sheep by Age and Purpose
Total Exotic;2013;Number of Sheep by Age and Purpose
Male Hybrid;2013;Number of Sheep by Age and Purpose
Female Hybrid;2013;Number of Sheep by Age and Purpose
Total Hybrid;2013;Number of Sheep by Age and Purpose
Male Sheep less than 6 months;2014;Number of Sheep by Age and Purpose
Female Sheep less than 6 months;2014;Number of Sheep by Age and Purpose
Total Sheep less than 6 months;2014;Number of Sheep by Age and Purpose
Male Sheep 6 months and less than 1 year;2014;Number of Sheep by Age and Purpose
Female Sheep 6 months and less than 1 year;2014;Number of Sheep by Age and Purpose
Total Sheep 6 months and less than 1 year;2014;Number of Sheep by Age and Purpose
Male Sheep 1 year and less than 2 years;2014;Number of Sheep by Age and Purpose
Female Sheep 1 year and less than 2 years;2014;Number of Sheep by Age and Purpose
Total Sheep 1 year and less than 2 years;2014;Number of Sheep by Age and Purpose
Male Sheep 2 years and older;2014;Number of Sheep by Age and Purpose
Female Sheep 2 years and older;2014;Number of Sheep by Age and Purpose
Total Sheep 2 years and older;2014;Number of Sheep by Age and Purpose
Male Sheep for mutton;2014;Number of Sheep by Age and Purpose
Female Sheep for mutton;2014;Number of Sheep by Age and Purpose
Total Sheep for mutton;2014;Number of Sheep by Age and Purpose
Male Sheep for wool;2014;Number of Sheep by Age and Purpose
Female Sheep for wool;2014;Number of Sheep by Age and Purpose
Total Sheep for wool;2014;Number of Sheep by Age and Purpose
Male Sheep for breeding;2014;Number of Sheep by Age and Purpose
Female Sheep for breeding;2014;Number of Sheep by Age and Purpose
Total Sheep for breeding;2014;Number of Sheep by Age and Purpose
Male Sheep for other purposes;2014;Number of Sheep by Age and Purpose
Female Sheep for other purposes;2014;Number of Sheep by Age and Purpose
Total Sheep for other purposes;2014;Number of Sheep by Age and Purpose
Male Grand Total;2014;Number of Sheep by Age and Purpose
Female Grand Total;2014;Number of Sheep by Age and Purpose
Total Grand Total;2014;Number of Sheep by Age and Purpose
Male Local breed;2014;Number of Sheep by Age and Purpose
Female Local breed;2014;Number of Sheep by Age and Purpose
Total Local breed;2014;Number of Sheep by Age and Purpose
Male Exotic;2014;Number of Sheep by Age and Purpose
Female Exotic;2014;Number of Sheep by Age and Purpose
Total Exotic;2014;Number of Sheep by Age and Purpose
Male Hybrid;2014;Number of Sheep by Age and Purpose
Female Hybrid;2014;Number of Sheep by Age and Purpose
Total Hybrid;2014;Number of Sheep by Age and Purpose
Male Sheep less than 6 months;2015;Number of Sheep by Age and Purpose
Female Sheep less than 6 months;2015;Number of Sheep by Age and Purpose
Total Sheep less than 6 months;2015;Number of Sheep by Age and Purpose
Male Sheep 6 months and less than 1 year;2015;Number of Sheep by Age and Purpose
Female Sheep 6 months and less than 1 year;2015;Number of Sheep by Age and Purpose
Total Sheep 6 months and less than 1 year;2015;Number of Sheep by Age and Purpose
Male Sheep 1 year and less than 2 years;2015;Number of Sheep by Age and Purpose
Female Sheep 1 year and less than 2 years;2015;Number of Sheep by Age and Purpose
Total Sheep 1 year and less than 2 years;2015;Number of Sheep by Age and Purpose
Male Sheep 2 years and older;2015;Number of Sheep by Age and Purpose
Female Sheep 2 years and older;2015;Number of Sheep by Age and Purpose
Total Sheep 2 years and older;2015;Number of Sheep by Age and Purpose
Male Sheep for mutton;2015;Number of Sheep by Age and Purpose
Female Sheep for mutton;2015;Number of Sheep by Age and Purpose
Total Sheep for mutton;2015;Number of Sheep by Age and Purpose
Male Sheep for wool;2015;Number of Sheep by Age and Purpose
Female Sheep for wool;2015;Number of Sheep by Age and Purpose
Total Sheep for wool;2015;Number of Sheep by Age and Purpose
Male Sheep for breeding;2015;Number of Sheep by Age and Purpose
Female Sheep for breeding;2015;Number of Sheep by Age and Purpose
Total Sheep for breeding;2015;Number of Sheep by Age and Purpose
Male Sheep for other purposes;2015;Number of Sheep by Age and Purpose
Female Sheep for other purposes;2015;Number of Sheep by Age and Purpose
Total Sheep for other purposes;2015;Number of Sheep by Age and Purpose
Male Grand Total;2015;Number of Sheep by Age and Purpose
Female Grand Total;2015;Number of Sheep by Age and Purpose
Total Grand Total;2015;Number of Sheep by Age and Purpose
Male Local breed;2015;Number of Sheep by Age and Purpose
Female Local breed;2015;Number of Sheep by Age and Purpose
Total Local breed;2015;Number of Sheep by Age and Purpose
Male Exotic;2015;Number of Sheep by Age and Purpose
Female Exotic;2015;Number of Sheep by Age and Purpose
Total Exotic;2015;Number of Sheep by Age and Purpose
Male Hybrid;2015;Number of Sheep by Age and Purpose
Female Hybrid;2015;Number of Sheep by Age and Purpose
Total Hybrid;2015;Number of Sheep by Age and Purpose
Male Sheep less than 6 months;2016;Number of Sheep by Age and Purpose
Female Sheep less than 6 months;2016;Number of Sheep by Age and Purpose
Total Sheep less than 6 months;2016;Number of Sheep by Age and Purpose
Male Sheep 6 months and less than 1 year;2016;Number of Sheep by Age and Purpose
Female Sheep 6 months and less than 1 year;2016;Number of Sheep by Age and Purpose
Total Sheep 6 months and less than 1 year;2016;Number of Sheep by Age and Purpose
Male Sheep 1 year and less than 2 years;2016;Number of Sheep by Age and Purpose
Female Sheep 1 year and less than 2 years;2016;Number of Sheep by Age and Purpose
Total Sheep 1 year and less than 2 years;2016;Number of Sheep by Age and Purpose
Male Sheep 2 years and older;2016;Number of Sheep by Age and Purpose
Female Sheep 2 years and older;2016;Number of Sheep by Age and Purpose
Total Sheep 2 years and older;2016;Number of Sheep by Age and Purpose
Male Sheep for mutton;2016;Number of Sheep by Age and Purpose
Female Sheep for mutton;2016;Number of Sheep by Age and Purpose
Total Sheep for mutton;2016;Number of Sheep by Age and Purpose
Male Sheep for wool;2016;Number of Sheep by Age and Purpose
Female Sheep for wool;2016;Number of Sheep by Age and Purpose
Total Sheep for wool;2016;Number of Sheep by Age and Purpose
Male Sheep for breeding;2016;Number of Sheep by Age and Purpose
Female Sheep for breeding;2016;Number of Sheep by Age and Purpose
Total Sheep for breeding;2016;Number of Sheep by Age and Purpose
Male Sheep for other purposes;2016;Number of Sheep by Age and Purpose
Female Sheep for other purposes;2016;Number of Sheep by Age and Purpose
Total Sheep for other purposes;2016;Number of Sheep by Age and Purpose
Male Grand Total;2016;Number of Sheep by Age and Purpose
Female Grand Total;2016;Number of Sheep by Age and Purpose
Total Grand Total;2016;Number of Sheep by Age and Purpose
Male Local breed;2016;Number of Sheep by Age and Purpose
Female Local breed;2016;Number of Sheep by Age and Purpose
Total Local breed;2016;Number of Sheep by Age and Purpose
Male Exotic;2016;Number of Sheep by Age and Purpose
Female Exotic;2016;Number of Sheep by Age and Purpose
Total Exotic;2016;Number of Sheep by Age and Purpose
Male Hybrid;2016;Number of Sheep by Age and Purpose
Female Hybrid;2016;Number of Sheep by Age and Purpose
Total Hybrid;2016;Number of Sheep by Age and Purpose
Male Sheep less than 6 months;2017;Number of Sheep by Age and Purpose
Female Sheep less than 6 months;2017;Number of Sheep by Age and Purpose
Total Sheep less than 6 months;2017;Number of Sheep by Age and Purpose
Male Sheep 6 months and less than 1 year;2017;Number of Sheep by Age and Purpose
Female Sheep 6 months and less than 1 year;2017;Number of Sheep by Age and Purpose
Total Sheep 6 months and less than 1 year;2017;Number of Sheep by Age and Purpose
Male Sheep 1 year and less than 2 years;2017;Number of Sheep by Age and Purpose
Female Sheep 1 year and less than 2 years;2017;Number of Sheep by Age and Purpose
Total Sheep 1 year and less than 2 years;2017;Number of Sheep by Age and Purpose
Male Sheep 2 years and older;2017;Number of Sheep by Age and Purpose
Female Sheep 2 years and older;2017;Number of Sheep by Age and Purpose
Total Sheep 2 years and older;2017;Number of Sheep by Age and Purpose
Male Sheep for mutton;2017;Number of Sheep by Age and Purpose
Female Sheep for mutton;2017;Number of Sheep by Age and Purpose
Total Sheep for mutton;2017;Number of Sheep by Age and Purpose
Male Sheep for wool;2017;Number of Sheep by Age and Purpose
Female Sheep for wool;2017;Number of Sheep by Age and Purpose
Total Sheep for wool;2017;Number of Sheep by Age and Purpose
Male Sheep for breeding;2017;Number of Sheep by Age and Purpose
Female Sheep for breeding;2017;Number of Sheep by Age and Purpose
Total Sheep for breeding;2017;Number of Sheep by Age and Purpose
Male Sheep for other purposes;2017;Number of Sheep by Age and Purpose
Female Sheep for other purposes;2017;Number of Sheep by Age and Purpose
Total Sheep for other purposes;2017;Number of Sheep by Age and Purpose
Male Grand Total;2017;Number of Sheep by Age and Purpose
Female Grand Total;2017;Number of Sheep by Age and Purpose
Total Grand Total;2017;Number of Sheep by Age and Purpose
Male Local breed;2017;Number of Sheep by Age and Purpose
Female Local breed;2017;Number of Sheep by Age and Purpose
Total Local breed;2017;Number of Sheep by Age and Purpose
Male Exotic;2017;Number of Sheep by Age and Purpose
Female Exotic;2017;Number of Sheep by Age and Purpose
Total Exotic;2017;Number of Sheep by Age and Purpose
Male Hybrid;2017;Number of Sheep by Age and Purpose
Female Hybrid;2017;Number of Sheep by Age and Purpose
Total Hybrid;2017;Number of Sheep by Age and Purpose
Male Sheep less than 6 months;2018;Number of Sheep by Age and Purpose
Female Sheep less than 6 months;2018;Number of Sheep by Age and Purpose
Total Sheep less than 6 months;2018;Number of Sheep by Age and Purpose
Male Sheep 6 months and less than 1 year;2018;Number of Sheep by Age and Purpose
Female Sheep 6 months and less than 1 year;2018;Number of Sheep by Age and Purpose
Total Sheep 6 months and less than 1 year;2018;Number of Sheep by Age and Purpose
Male Sheep 1 year and less than 2 years;2018;Number of Sheep by Age and Purpose
Female Sheep 1 year and less than 2 years;2018;Number of Sheep by Age and Purpose
Total Sheep 1 year and less than 2 years;2018;Number of Sheep by Age and Purpose
Male Sheep 2 years and older;2018;Number of Sheep by Age and Purpose
Female Sheep 2 years and older;2018;Number of Sheep by Age and Purpose
Total Sheep 2 years and older;2018;Number of Sheep by Age and Purpose
Male Sheep for mutton;2018;Number of Sheep by Age and Purpose
Female Sheep for mutton;2018;Number of Sheep by Age and Purpose
Total Sheep for mutton;2018;Number of Sheep by Age and Purpose
Male Sheep for wool;2018;Number of Sheep by Age and Purpose
Female Sheep for wool;2018;Number of Sheep by Age and Purpose
Total Sheep for wool;2018;Number of Sheep by Age and Purpose
Male Sheep for breeding;2018;Number of Sheep by Age and Purpose
Female Sheep for breeding;2018;Number of Sheep by Age and Purpose
Total Sheep for breeding;2018;Number of Sheep by Age and Purpose
Male Sheep for other purposes;2018;Number of Sheep by Age and Purpose
Female Sheep for other purposes;2018;Number of Sheep by Age and Purpose
Total Sheep for other purposes;2018;Number of Sheep by Age and Purpose
Male Grand Total;2018;Number of Sheep by Age and Purpose
Female Grand Total;2018;Number of Sheep by Age and Purpose
Total Grand Total;2018;Number of Sheep by Age and Purpose
Male Local breed;2018;Number of Sheep by Age and Purpose
Female Local breed;2018;Number of Sheep by Age and Purpose
Total Local breed;2018;Number of Sheep by Age and Purpose
Male Exotic;2018;Number of Sheep by Age and Purpose
Female Exotic;2018;Number of Sheep by Age and Purpose
Total Exotic;2018;Number of Sheep by Age and Purpose
Male Hybrid;2018;Number of Sheep by Age and Purpose
Female Hybrid;2018;Number of Sheep by Age and Purpose
Total Hybrid;2018;Number of Sheep by Age and Purpose
Male Sheep less than 6 months;2019;Number of Sheep by Age and Purpose
Female Sheep less than 6 months;2019;Number of Sheep by Age and Purpose
Total Sheep less than 6 months;2019;Number of Sheep by Age and Purpose
Male Sheep 6 months and less than 1 year;2019;Number of Sheep by Age and Purpose
Female Sheep 6 months and less than 1 year;2019;Number of Sheep by Age and Purpose
Total Sheep 6 months and less than 1 year;2019;Number of Sheep by Age and Purpose
Male Sheep 1 year and less than 2 years;2019;Number of Sheep by Age and Purpose
Female Sheep 1 year and less than 2 years;2019;Number of Sheep by Age and Purpose
Total Sheep 1 year and less than 2 years;2019;Number of Sheep by Age and Purpose
Male Sheep 2 years and older;2019;Number of Sheep by Age and Purpose
Female Sheep 2 years and older;2019;Number of Sheep by Age and Purpose
Total Sheep 2 years and older;2019;Number of Sheep by Age and Purpose
Male Sheep for mutton;2019;Number of Sheep by Age and Purpose
Female Sheep for mutton;2019;Number of Sheep by Age and Purpose
Total Sheep for mutton;2019;Number of Sheep by Age and Purpose
Male Sheep for wool;2019;Number of Sheep by Age and Purpose
Female Sheep for wool;2019;Number of Sheep by Age and Purpose
Total Sheep for wool;2019;Number of Sheep by Age and Purpose
Male Sheep for breeding;2019;Number of Sheep by Age and Purpose
Female Sheep for breeding;2019;Number of Sheep by Age and Purpose
Total Sheep for breeding;2019;Number of Sheep by Age and Purpose
Male Sheep for other purposes;2019;Number of Sheep by Age and Purpose
Female Sheep for other purposes;2019;Number of Sheep by Age and Purpose
Total Sheep for other purposes;2019;Number of Sheep by Age and Purpose
Male Grand Total;2019;Number of Sheep by Age and Purpose
Female Grand Total;2019;Number of Sheep by Age and Purpose
Total Grand Total;2019;Number of Sheep by Age and Purpose
Male Local breed;2019;Number of Sheep by Age and Purpose
Female Local breed;2019;Number of Sheep by Age and Purpose
Total Local breed;2019;Number of Sheep by Age and Purpose
Male Exotic;2019;Number of Sheep by Age and Purpose
Female Exotic;2019;Number of Sheep by Age and Purpose
Total Exotic;2019;Number of Sheep by Age and Purpose
Male Hybrid;2019;Number of Sheep by Age and Purpose
Female Hybrid;2019;Number of Sheep by Age and Purpose
